2
142 80
-1.77778	-1	0.172965	0.125321	1
-1.75256	-1	0.17848	0.1308	1
-1.72735	-1	0.183989	0.13588	1
-1.70213	-1	0.189483	0.140607	1
-1.67691	-1	0.194956	0.145019	1
-1.6517	-1	0.2004	0.149151	1
-1.62648	-1	0.205814	0.153029	1
-1.60126	-1	0.211193	0.156679	1
-1.57605	-1	0.216537	0.160119	1
-1.55083	-1	0.221843	0.16337	1
-1.52561	-1	0.227112	0.166445	1
-1.5004	-1	0.232343	0.16936	1
-1.47518	-1	0.237535	0.172127	1
-1.44996	-1	0.24269	0.174756	1
-1.42475	-1	0.247807	0.177258	1
-1.39953	-1	0.252887	0.17964	1
-1.37431	-1	0.257931	0.181911	1
-1.3491	-1	0.26294	0.184079	1
-1.32388	-1	0.267914	0.186149	1
-1.29866	-1	0.272853	0.188127	1
-1.27345	-1	0.27776	0.190018	1
-1.24823	-1	0.282634	0.191828	1
-1.22301	-1	0.287477	0.193561	1
-1.1978	-1	0.29229	0.195221	1
-1.17258	-1	0.297073	0.196812	1
-1.14736	-1	0.301827	0.198336	1
-1.12214	-1	0.306553	0.199798	1
-1.09693	-1	0.311253	0.2012	1
-1.07171	-1	0.315926	0.202545	1
-1.04649	-1	0.320574	0.203836	1
-1.02128	-1	0.325197	0.205074	1
-0.996061	-1	0.329797	0.206262	1
-0.970844	-1	0.334374	0.207403	1
-0.945628	-1	0.338929	0.208496	1
-0.920411	-1	0.343462	0.209546	1
-0.895194	-1	0.347975	0.210553	1
-0.869977	-1	0.352469	0.211518	1
-0.844761	-1	0.356943	0.212444	1
-0.819544	-1	0.361398	0.213331	1
-0.794327	-1	0.365836	0.21418	1
-0.76911	-1	0.370257	0.214994	1
-0.743894	-1	0.374662	0.215773	1
-0.718677	-1	0.379051	0.216517	1
-0.69346	-1	0.383424	0.217229	1
-0.668244	-1	0.387784	0.217908	1
-0.643027	-1	0.392129	0.218556	1
-0.61781	-1	0.396462	0.219174	1
-0.592593	-1	0.400781	0.219762	1
-0.567377	-1	0.405089	0.22032	1
-0.54216	-1	0.409385	0.220851	1
-0.516943	-1	0.413671	0.221353	1
-0.491726	-1	0.417946	0.221828	1
-0.46651	-1	0.422211	0.222277	1
-0.441293	-1	0.426467	0.222699	1
-0.416076	-1	0.430715	0.223095	1
-0.390859	-1	0.434954	0.223466	1
-0.365643	-1	0.439186	0.223812	1
-0.340426	-1	0.44341	0.224134	1
-0.315209	-1	0.447628	0.224431	1
-0.289992	-1	0.45184	0.224704	1
-0.264776	-1	0.456047	0.224953	1
-0.239559	-1	0.460248	0.225179	1
-0.214342	-1	0.464445	0.225382	1
-0.189126	-1	0.468637	0.225561	1
-0.163909	-1	0.472826	0.225718	1
-0.138692	-1	0.477012	0.225852	1
-0.113475	-1	0.481195	0.225964	1
-0.0882586	-1	0.485376	0.226053	1
-0.0630418	-1	0.489556	0.22612	1
-0.0378251	-1	0.493734	0.226164	1
-0.0126084	-1	0.497911	0.226187	1
0.0126084	-1	0.502089	0.226187	1
0.0378251	-1	0.506266	0.226164	1
0.0630418	-1	0.510444	0.22612	1
0.0882586	-1	0.514624	0.226053	1
0.113475	-1	0.518805	0.225964	1
0.138692	-1	0.522988	0.225852	1
0.163909	-1	0.527174	0.225718	1
0.189126	-1	0.531363	0.225561	1
0.214342	-1	0.535555	0.225382	1
0.239559	-1	0.539752	0.225179	1
0.264776	-1	0.543953	0.224953	1
0.289992	-1	0.54816	0.224704	1
0.315209	-1	0.552372	0.224431	1
0.340426	-1	0.55659	0.224134	1
0.365643	-1	0.560814	0.223812	1
0.390859	-1	0.565046	0.223466	1
0.416076	-1	0.569285	0.223095	1
0.441293	-1	0.573533	0.222699	1
0.46651	-1	0.577789	0.222277	1
0.491726	-1	0.582054	0.221828	1
0.516943	-1	0.586329	0.221353	1
0.54216	-1	0.590615	0.220851	1
0.567377	-1	0.594911	0.22032	1
0.592593	-1	0.599219	0.219762	1
0.61781	-1	0.603538	0.219174	1
0.643027	-1	0.607871	0.218556	1
0.668244	-1	0.612216	0.217908	1
0.69346	-1	0.616576	0.217229	1
0.718677	-1	0.620949	0.216517	1
0.743894	-1	0.625338	0.215773	1
0.76911	-1	0.629743	0.214994	1
0.794327	-1	0.634164	0.21418	1
0.819544	-1	0.638602	0.213331	1
0.844761	-1	0.643057	0.212444	1
0.869977	-1	0.647531	0.211518	1
0.895194	-1	0.652025	0.210553	1
0.920411	-1	0.656538	0.209546	1
0.945628	-1	0.661071	0.208496	1
0.970844	-1	0.665626	0.207403	1
0.996061	-1	0.670203	0.206262	1
1.02128	-1	0.674803	0.205074	1
1.04649	-1	0.679426	0.203836	1
1.07171	-1	0.684074	0.202545	1
1.09693	-1	0.688747	0.2012	1
1.12214	-1	0.693447	0.199798	1
1.14736	-1	0.698173	0.198336	1
1.17258	-1	0.702927	0.196812	1
1.1978	-1	0.70771	0.195221	1
1.22301	-1	0.712523	0.193561	1
1.24823	-1	0.717366	0.191828	1
1.27345	-1	0.72224	0.190018	1
1.29866	-1	0.727147	0.188127	1
1.32388	-1	0.732086	0.186149	1
1.3491	-1	0.73706	0.184079	1
1.37431	-1	0.742069	0.181911	1
1.39953	-1	0.747113	0.17964	1
1.42475	-1	0.752193	0.177258	1
1.44996	-1	0.75731	0.174756	1
1.47518	-1	0.762465	0.172127	1
1.5004	-1	0.767657	0.16936	1
1.52561	-1	0.772888	0.166445	1
1.55083	-1	0.778157	0.16337	1
1.57605	-1	0.783463	0.160119	1
1.60126	-1	0.788807	0.156679	1
1.62648	-1	0.794186	0.153029	1
1.6517	-1	0.7996	0.149151	1
1.67691	-1	0.805044	0.145019	1
1.70213	-1	0.810517	0.140607	1
1.72735	-1	0.816011	0.13588	1
1.75256	-1	0.82152	0.1308	1
1.77778	-1	0.827035	0.125321	1
-1.77778	-0.974684	0.167888	0.129439	1
-1.75256	-0.974684	0.17347	0.134979	1
-1.72735	-0.974684	0.179049	0.140116	1
-1.70213	-0.974684	0.184614	0.144895	1
-1.67691	-0.974684	0.190158	0.149356	1
-1.6517	-0.974684	0.195676	0.153534	1
-1.62648	-0.974684	0.201164	0.157455	1
-1.60126	-0.974684	0.206618	0.161144	1
-1.57605	-0.974684	0.212036	0.164622	1
-1.55083	-0.974684	0.217418	0.167907	1
-1.52561	-0.974684	0.222763	0.171015	1
-1.5004	-0.974684	0.228069	0.173961	1
-1.47518	-0.974684	0.233337	0.176757	1
-1.44996	-0.974684	0.238568	0.179413	1
-1.42475	-0.974684	0.243761	0.18194	1
-1.39953	-0.974684	0.248918	0.184347	1
-1.37431	-0.974684	0.254037	0.186641	1
-1.3491	-0.974684	0.259122	0.18883	1
-1.32388	-0.974684	0.264171	0.190921	1
-1.29866	-0.974684	0.269186	0.192918	1
-1.27345	-0.974684	0.274168	0.194828	1
-1.24823	-0.974684	0.279118	0.196656	1
-1.22301	-0.974684	0.284036	0.198405	1
-1.1978	-0.974684	0.288923	0.200081	1
-1.17258	-0.974684	0.293781	0.201686	1
-1.14736	-0.974684	0.298609	0.203225	1
-1.12214	-0.974684	0.30341	0.204701	1
-1.09693	-0.974684	0.308183	0.206116	1
-1.07171	-0.974684	0.31293	0.207473	1
-1.04649	-0.974684	0.317652	0.208775	1
-1.02128	-0.974684	0.322349	0.210024	1
-0.996061	-0.974684	0.327022	0.211223	1
-0.970844	-0.974684	0.331672	0.212373	1
-0.945628	-0.974684	0.3363	0.213476	1
-0.920411	-0.974684	0.340906	0.214535	1
-0.895194	-0.974684	0.345491	0.21555	1
-0.869977	-0.974684	0.350056	0.216524	1
-0.844761	-0.974684	0.354603	0.217457	1
-0.819544	-0.974684	0.35913	0.218352	1
-0.794327	-0.974684	0.36364	0.219209	1
-0.76911	-0.974684	0.368132	0.220029	1
-0.743894	-0.974684	0.372608	0.220814	1
-0.718677	-0.974684	0.377068	0.221565	1
-0.69346	-0.974684	0.381513	0.222282	1
-0.668244	-0.974684	0.385943	0.222967	1
-0.643027	-0.974684	0.390359	0.22362	1
-0.61781	-0.974684	0.394762	0.224243	1
-0.592593	-0.974684	0.399152	0.224835	1
-0.567377	-0.974684	0.40353	0.225398	1
-0.54216	-0.974684	0.407897	0.225933	1
-0.516943	-0.974684	0.412252	0.226439	1
-0.491726	-0.974684	0.416597	0.226918	1
-0.46651	-0.974684	0.420933	0.22737	1
-0.441293	-0.974684	0.425258	0.227795	1
-0.416076	-0.974684	0.429575	0.228195	1
-0.390859	-0.974684	0.433884	0.228568	1
-0.365643	-0.974684	0.438185	0.228917	1
-0.340426	-0.974684	0.442479	0.229241	1
-0.315209	-0.974684	0.446767	0.22954	1
-0.289992	-0.974684	0.451048	0.229815	1
-0.264776	-0.974684	0.455323	0.230067	1
-0.239559	-0.974684	0.459594	0.230294	1
-0.214342	-0.974684	0.463859	0.230498	1
-0.189126	-0.974684	0.468121	0.23068	1
-0.163909	-0.974684	0.472379	0.230838	1
-0.138692	-0.974684	0.476633	0.230973	1
-0.113475	-0.974684	0.480886	0.231085	1
-0.0882586	-0.974684	0.485135	0.231175	1
-0.0630418	-0.974684	0.489384	0.231242	1
-0.0378251	-0.974684	0.493631	0.231287	1
-0.0126084	-0.974684	0.497877	0.231309	1
0.0126084	-0.974684	0.502123	0.231309	1
0.0378251	-0.974684	0.506369	0.231287	1
0.0630418	-0.974684	0.510616	0.231242	1
0.0882586	-0.974684	0.514865	0.231175	1
0.113475	-0.974684	0.519114	0.231085	1
0.138692	-0.974684	0.523367	0.230973	1
0.163909	-0.974684	0.527621	0.230838	1
0.189126	-0.974684	0.531879	0.23068	1
0.214342	-0.974684	0.536141	0.230498	1
0.239559	-0.974684	0.540406	0.230294	1
0.264776	-0.974684	0.544677	0.230067	1
0.289992	-0.974684	0.548952	0.229815	1
0.315209	-0.974684	0.553233	0.22954	1
